ID,fakenews1,fakenews2,fakenews3,fnsce_press,fnsce_politician,fnsce_citizen,fnsce_enemy,fnsce_ngo,fnsce_mag,fnsce_tv,fnsce_internet,fnsce_mobile,fnsce_nbr,fndt_gov,fndt_con,fndt_dem,fndt_pln,fndt_press,fn_self,fn_other,fncheck_friend,fncheck_book,fncheck_expert,fncheck_factcheck,fnrespond1,fnrespond_2,fnrespond_3,fnrespond_4,fn_edu,v_o_1,v_o_2,v_o_3,v_o_4,v_o_5,v_o_6,fc,fc_usage,fc_power,tfc,tfc_power,fnresponsibility_src,fnresponsibility_press,fnresponsibility_official,fnresponsibility_platform,fnresponsibility_citizen,fnlaws,fn_gov,fn_tech,party,pan,city,sex,age,edu,job,job_other,incomelevel,classlevel,monthincome_self,monthincome_family,father,father_other,mother,mother_other,partner,partner_other,carlis,motorlis,CDC,vaccines,@2024president,dppscore,kmtscore,tppscore,nppscore,tspscore,pfpscore,npscore,partyhate,@2024partyhate,@2024presidenthate,tsaiscore,laiscore,chuscore,houscore,koscore,usascore,chinascore,taiwanese,chinese,ethic,sovereignty,cultrue
WAMWWPJ,有,經常,嚴重,偶而,偶而,偶而,偶而,偶而,偶而,偶而,經常,偶而,偶而,沒有改變,沒有改變,沒有改變,沒有改變,沒有改變,不會,不會,沒有,沒有,沒有,沒有,有,沒有,沒有,沒有,有點需要,事實陳述,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,知道,從未使用,沒公信力,不知道 (進入Q17),,有責任,有責任,有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,新北市,女,45-49,高中、高職,服務及買賣工作人員（商人、廚師、理容、服務生、保母、警衛、售貨）,,7.0,7.0,4萬元-6萬元(含),10萬元-12萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,有,莫德納疫苗（Moderna）,郭台銘,4.0,7.0,4.0,4.0,4.0,7.0,6.0,時代力量,台灣民眾黨,鄭文燦,5.0,6.0,8.0,7.0,6.0,5.0,3.0,深,不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
QHVKYMT,有,經常,非常嚴重,每天,經常,偶而,經常,經常,每天,每天,每天,經常,偶而,減少,沒有改變,沒有改變,減少,減少,會,絕對會,有,沒有,沒有,沒有,有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,意見陳述,事實陳述,事實陳述,意見陳述,不知道,從未使用,沒公信力,不知道 (進入Q17),,有責任,有責任,非常有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛藍,苗栗縣,男,25-29,大專（專科與大學）,失業/待業,,1.0,1.0,2萬元含以下,4萬元-6萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,沒有,輝瑞 BioNTech 疫苗（BNT）,郭台銘,5.0,6.0,6.0,4.0,3.0,4.0,4.0,時代力量、台灣基進、親民黨、新黨、民主進步黨,民主進步黨,韓國瑜、陳其邁、江啟臣、賴清德、鄭文燦、林佳龍,1.0,1.0,1.0,2.0,2.0,7.0,1.0,深,非常不深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
MMXMLKH,有,經常,嚴重,經常,經常,經常,經常,偶而,經常,經常,經常,經常,經常,沒有改變,沒有改變,沒有改變,沒有改變,減少,不會,會,有,有,有,有,有,有,沒有,有,非常需要,事實陳述,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,知道,經常,有公信力,知道 (回答Q16a),非常有公信力,非常有責任,非常有責任,非常有責任,非常有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛藍,彰化縣,女,50-54,大專（專科與大學）,其他,自由業,3.0,5.0,4萬元-6萬元(含),6萬元-8萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,輝瑞 BioNTech 疫苗（BNT）,賴清德,2.0,7.0,2.0,2.0,1.0,3.0,3.0,台灣民眾黨、時代力量、台灣基進,台灣民眾黨,韓國瑜、鄭文燦、林佳龍,2.0,8.0,6.0,3.0,5.0,2.0,3.0,深,深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
SYURDVD,沒有,偶而,嚴重,經常,經常,偶而,經常,經常,經常,經常,每天,每天,經常,減少,減少,增加,減少,減少,會,絕對會,有,有,有,有,有,有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,不知道 (進入Q17),,非常有責任,非常有責任,非常有責任,非常有責任,非常有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,民主進步黨,接近泛綠,台中市,女,40-44,大專（專科與大學）,事務工作人員（文書、打字、櫃檯、簿記、出納）,,4.0,4.0,2萬元-4萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,有,阿斯特捷利康疫苗（AZ）,賴清德,8.0,3.0,1.0,1.0,3.0,1.0,1.0,台灣民眾黨、新黨、親民黨,中國國民黨、台灣民眾黨,韓國瑜、朱立倫、柯文哲,8.0,8.0,3.0,4.0,2.0,5.0,1.0,非常深,深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
WZSOIKE,有,經常,非常嚴重,每天,每天,每天,每天,經常,每天,每天,每天,每天,每天,減少,沒有改變,沒有改變,減少,減少,不會,會,有,有,有,有,有,沒有,沒有,沒有,非常需要,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,經常,有公信力,知道 (回答Q16a),有公信力,有責任,非常有責任,非常有責任,非常有責任,有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛藍,台南市,女,35-39,大專（專科與大學）,一般專業人員（如一般工程師、記者、護士）,,6.0,6.0,2萬元-4萬元(含),10萬元-12萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,阿斯特捷利康疫苗（AZ）,郭台銘,3.0,6.0,8.0,5.0,5.0,2.0,1.0,新黨、親民黨、台灣基進,民主進步黨,林佳龍、江啟臣、韓國瑜,2.0,7.0,7.0,8.0,9.0,8.0,2.0,深,深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
LRROCFE,有,偶而,嚴重,偶而,偶而,偶而,偶而,偶而,經常,經常,每天,偶而,偶而,減少,減少,減少,減少,減少,會,會,有,有,有,有,有,沒有,沒有,沒有,有點需要,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,事實陳述,知道,經常,沒公信力,不知道 (進入Q17),,有責任,有責任,有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,彰化縣,女,35-39,研究所及以上,其他,醫療服務,5.0,5.0,2萬元-4萬元(含),8萬元-10萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,有,阿斯特捷利康疫苗（AZ）,柯文哲,5.0,5.0,5.0,5.0,5.0,3.0,3.0,新黨、時代力量、親民黨,台灣民眾黨,韓國瑜、江啟臣,5.0,7.0,5.0,6.0,7.0,6.0,1.0,非常深,非常不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
BKGMXHT,有,每天,非常嚴重,每天,每天,每天,每天,每天,每天,每天,每天,每天,經常,減少,減少,減少,減少,減少,會,絕對會,有,有,有,有,有,沒有,沒有,沒有,非常需要,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,事實陳述,知道,偶而,有公信力,知道 (回答Q16a),沒公信力,非常有責任,非常有責任,非常有責任,非常有責任,有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛藍,高雄市,女,30-34,大專（專科與大學）,服務及買賣工作人員（商人、廚師、理容、服務生、保母、警衛、售貨）,,7.0,5.0,4萬元-6萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,有,阿斯特捷利康疫苗（AZ）,郭台銘,1.0,6.0,1.0,1.0,1.0,3.0,3.0,民主進步黨、時代力量、台灣基進,民主進步黨,林佳龍、賴清德,1.0,1.0,1.0,1.0,1.0,5.0,2.0,不深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
HZPROAD,有,經常,非常嚴重,每天,每天,偶而,經常,每天,每天,每天,每天,經常,偶而,減少,沒有改變,減少,減少,減少,不會,絕對會,有,有,有,有,沒有,沒有,沒有,沒有,有點需要,事實陳述,事實陳述,事實陳述,意見陳述,事實陳述,事實陳述,知道,從未使用,一點也沒公信力,知道 (回答Q16a),一點也沒公信力,非常有責任,非常有責任,非常有責任,有責任,有責任,非常不應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,沒有政黨偏好,非常接近泛藍,台南市,男,40-44,大專（專科與大學）,一般專業人員（如一般工程師、記者、護士）,,4.0,3.0,8萬元-10萬元(含),8萬元-10萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,賴清德,1.0,1.0,3.0,4.0,1.0,1.0,1.0,民主進步黨、中國國民黨、台灣基進、親民黨、新黨,民主進步黨,江啟臣、鄭文燦、韓國瑜,1.0,3.0,2.0,5.0,2.0,8.0,1.0,深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
OXJRLES,有,偶而,嚴重,偶而,經常,偶而,偶而,偶而,偶而,偶而,經常,經常,偶而,減少,沒有改變,沒有改變,減少,沒有改變,不會,會,有,有,沒有,有,有,沒有,沒有,沒有,有點需要,意見陳述,事實陳述,事實陳述,事實陳述,意見陳述,事實陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,非常有責任,非常有責任,有責任,非常應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,民主進步黨,接近泛綠,高雄市,男,35-39,研究所及以上,一般專業人員（如一般工程師、記者、護士）,,5.0,5.0,4萬元-6萬元(含),12萬元-14萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,沒有,阿斯特捷利康疫苗（AZ）,賴清德,7.0,2.0,3.0,7.0,5.0,3.0,3.0,中國國民黨,中國國民黨,韓國瑜,7.0,7.0,3.0,5.0,3.0,6.0,1.0,深,不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
JAHGEBQ,有,偶而,非常嚴重,每天,每天,經常,經常,偶而,經常,每天,每天,每天,偶而,增加,增加,增加,增加,增加,不會,會,有,沒有,有,有,有,沒有,沒有,沒有,非常需要,事實陳述,意見陳述,事實陳述,意見陳述,事實陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,非常有責任,非常有責任,非常有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,彰化縣,女,40-44,高中、高職,服務及買賣工作人員（商人、廚師、理容、服務生、保母、警衛、售貨）,,2.0,2.0,2萬元-4萬元(含),2萬元-4萬元(含),本省閩南人,,本省閩南人,,未婚,,沒有,有,沒有,沒有接種（尚未接種、未在國內接種、不打算接種）,侯友宜,2.0,3.0,3.0,3.0,3.0,2.0,3.0,中國國民黨、民主進步黨,民主進步黨、中國國民黨,朱立倫、鄭文燦,2.0,3.0,2.0,6.0,4.0,3.0,1.0,非常深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
SSNDLOT,有,偶而,不嚴重,偶而,經常,偶而,經常,偶而,偶而,偶而,經常,經常,偶而,沒有改變,減少,沒有改變,減少,減少,會,會,有,沒有,沒有,有,沒有,沒有,沒有,沒有,有點需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,有責任,有責任,有責任,有責任,沒有責任,不應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,沒有政黨偏好,接近泛藍,台中市,男,35-39,大專（專科與大學）,一般專業人員（如一般工程師、記者、護士）,,5.0,5.0,4萬元-6萬元(含),8萬元-10萬元(含),本省客家人,,本省閩南人,,本省閩南人,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,柯文哲,3.0,5.0,7.0,1.0,3.0,3.0,3.0,時代力量,民主進步黨,陳其邁,5.0,4.0,4.0,6.0,7.0,5.0,3.0,不深,非常不深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
SEVZBEQ,有,偶而,嚴重,偶而,偶而,偶而,經常,偶而,從未散播,偶而,經常,偶而,偶而,沒有改變,沒有改變,沒有改變,減少,減少,不會,會,有,沒有,沒有,有,有,沒有,有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,有責任,非常有責任,非常有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,桃園市,女,35-39,大專（專科與大學）,非技術工（工友、門房、洗菜、簡單裝配、體力工）,,3.0,5.0,2萬元-4萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,本省客家人,,有,有,有,阿斯特捷利康疫苗（AZ）,鄭文燦,6.0,4.0,5.0,5.0,5.0,4.0,4.0,台灣基進、親民黨,台灣民眾黨、中國國民黨,朱立倫、侯友宜、韓國瑜,7.0,7.0,2.0,4.0,5.0,6.0,3.0,深,不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
FQWKBXE,有,偶而,嚴重,經常,經常,偶而,偶而,偶而,經常,偶而,經常,偶而,偶而,減少,減少,減少,減少,減少,不會,會,有,沒有,有,有,有,沒有,沒有,沒有,有點需要,事實陳述,事實陳述,意見陳述,意見陳述,事實陳述,意見陳述,知道,偶而,有公信力,不知道 (進入Q17),,有責任,有責任,有責任,非常有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,台中市,女,35-39,大專（專科與大學）,家管,,2.0,4.0,2萬元含以下,20萬元以上,本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,阿斯特捷利康疫苗（AZ）,侯友宜,5.0,5.0,2.0,5.0,3.0,2.0,3.0,台灣基進,台灣民眾黨,韓國瑜,5.0,5.0,5.0,7.0,7.0,8.0,2.0,深,非常不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
AAVRDSL,有,每天,非常嚴重,每天,每天,偶而,偶而,經常,每天,每天,每天,經常,偶而,減少,沒有改變,減少,減少,減少,一點也不會,絕對會,有,沒有,有,有,有,有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,一點也沒公信力,知道 (回答Q16a),一點也沒公信力,非常有責任,非常有責任,非常有責任,非常有責任,有責任,不應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,中國國民黨,接近泛藍,桃園市,男,50-54,研究所及以上,一般專業人員（如一般工程師、記者、護士）,,8.0,7.0,10萬元-12萬元(含),18萬元-20萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,郭台銘,1.0,9.0,8.0,1.0,1.0,6.0,7.0,民主進步黨、台灣基進、時代力量,民主進步黨,陳其邁、賴清德、鄭文燦、林佳龍,1.0,1.0,7.0,8.0,8.0,7.0,3.0,深,深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
MWWWHAS,有,偶而,嚴重,偶而,經常,偶而,經常,偶而,偶而,偶而,經常,偶而,偶而,增加,沒有改變,沒有改變,沒有改變,沒有改變,不會,會,有,沒有,沒有,沒有,有,有,沒有,沒有,有點需要,事實陳述,事實陳述,意見陳述,意見陳述,事實陳述,意見陳述,不知道,從未使用,有公信力,不知道 (進入Q17),,有責任,非常有責任,非常有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,台中市,女,35-39,高中、高職,技術員及助理專業人員（工程技術員、代書、藥劑生、推銷保險）,,4.0,3.0,2萬元-4萬元(含),6萬元-8萬元(含),不清楚,,不清楚,,未婚,,有,有,有,阿斯特捷利康疫苗（AZ）,柯文哲,5.0,5.0,5.0,4.0,4.0,4.0,4.0,親民黨,台灣民眾黨,韓國瑜,6.0,6.0,5.0,5.0,5.0,6.0,5.0,深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
QZOSJFF,有,經常,嚴重,經常,經常,經常,經常,偶而,偶而,偶而,經常,經常,偶而,減少,減少,減少,減少,減少,絕對會,絕對會,有,沒有,有,沒有,有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,不知道,從未使用,沒公信力,不知道 (進入Q17),,非常有責任,非常有責任,非常有責任,非常有責任,非常有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,民主進步黨,接近泛綠,台南市,女,35-39,大專（專科與大學）,事務工作人員（文書、打字、櫃檯、簿記、出納）,,4.0,4.0,2萬元-4萬元(含),8萬元-10萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,有,沒有接種（尚未接種、未在國內接種、不打算接種）,侯友宜,6.0,3.0,5.0,5.0,5.0,5.0,3.0,新黨,民主進步黨,江啟臣、韓國瑜、朱立倫,8.0,7.0,3.0,9.0,7.0,8.0,1.0,深,非常不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
